serial_number,age_in_years,job_description,marital_status,education_details,has_default,balance_in_account,housing_status,previous_loan,phone_type,date,month_of_year,call_duration,campaign_contacts,days_passed,previous_contact,poutcome_of_campaign
2712,53,management,divorced,tertiary,no,2152,no,no,cellular,4,may,520,2,80,3,success
2713,24,student,single,secondary,no,387,no,no,telephone,4,may,340,8,-1,0,unknown
2714,25,unemployed,married,secondary,no,715,no,no,cellular,4,may,254,4,-1,0,unknown
2715,34,blue-collar,married,secondary,no,315,no,no,cellular,4,may,76,4,89,3,success
2716,39,technician,married,tertiary,no,11766,yes,no,cellular,4,may,15,4,166,1,failure
2717,25,student,single,secondary,no,203,no,no,cellular,4,may,108,1,-1,0,unknown
2718,35,entrepreneur,married,secondary,no,2971,no,no,cellular,4,may,429,4,164,2,failure
2719,57,technician,married,tertiary,no,1103,no,no,cellular,4,may,399,2,-1,0,unknown
2720,32,management,single,tertiary,no,202,no,no,cellular,4,may,16,5,-1,0,unknown
2721,31,admin.,single,secondary,no,690,no,no,cellular,4,may,10,4,87,12,failure
2722,33,management,married,tertiary,no,0,yes,no,telephone,4,may,33,7,-1,0,unknown
2723,26,admin.,single,unknown,no,677,no,no,cellular,4,may,399,1,-1,0,unknown
2724,43,technician,married,tertiary,no,2643,no,no,telephone,4,may,331,5,-1,0,unknown
2725,32,management,single,tertiary,no,2360,no,no,cellular,4,may,11,4,90,7,success
2726,36,services,single,secondary,no,1227,yes,yes,cellular,4,may,775,5,341,3,failure
2727,41,management,married,secondary,no,1956,no,no,cellular,4,may,114,6,168,11,other
2728,25,student,married,tertiary,no,4923,yes,yes,cellular,4,may,78,4,74,14,failure
2729,34,blue-collar,married,primary,no,698,yes,no,cellular,4,may,83,5,-1,0,unknown
2730,25,technician,single,secondary,no,9154,yes,no,telephone,4,may,40,5,-1,0,unknown
2731,27,management,single,tertiary,no,88,no,no,cellular,4,may,143,1,-1,0,unknown
2732,41,technician,divorced,secondary,no,4047,yes,no,cellular,4,may,14,5,75,1,success
2733,39,blue-collar,married,secondary,no,261,no,no,cellular,4,may,841,4,-1,0,unknown
2734,47,blue-collar,married,secondary,no,668,yes,no,cellular,4,may,230,6,354,2,success
2735,30,technician,married,secondary,no,2107,no,no,cellular,4,may,23,5,-1,0,unknown
2736,33,management,married,tertiary,no,17946,yes,no,cellular,4,may,15,4,87,6,failure
2737,23,student,single,secondary,no,0,no,no,telephone,4,may,526,1,-1,0,unknown
2738,32,management,single,secondary,no,388,no,no,telephone,4,may,846,2,-1,0,unknown
2739,31,admin.,married,secondary,no,236,yes,yes,telephone,4,may,211,3,-1,0,unknown
2740,38,technician,single,tertiary,no,2443,no,no,cellular,4,may,9,8,-1,0,unknown
2741,29,management,single,secondary,no,3317,no,yes,telephone,4,may,640,7,-1,0,unknown
2742,50,management,married,tertiary,no,311,no,no,cellular,4,may,124,5,-1,0,unknown
2743,59,retired,divorced,secondary,no,514,no,no,cellular,4,may,673,6,90,1,success
2744,31,student,married,secondary,no,200,yes,no,cellular,4,may,362,5,-1,0,unknown
2745,32,management,single,tertiary,no,2613,no,no,cellular,4,may,520,2,-1,0,unknown
2746,20,student,single,secondary,no,130,no,no,telephone,4,may,75,3,-1,0,unknown
2747,60,management,married,tertiary,no,5041,no,no,cellular,4,may,8,7,181,1,success
2748,46,management,married,unknown,no,3082,no,no,telephone,4,may,157,3,-1,0,unknown
2749,28,blue-collar,married,secondary,no,61,yes,no,cellular,4,may,226,2,319,1,success
2750,35,management,single,tertiary,no,62,yes,no,cellular,5,may,214,4,15,3,success
2751,28,blue-collar,single,secondary,no,4229,yes,yes,cellular,5,may,205,2,-1,0,unknown
2752,59,blue-collar,married,primary,no,6212,yes,no,cellular,5,may,574,2,-1,0,unknown
2753,56,admin.,married,primary,no,2086,yes,no,cellular,5,may,159,8,-1,0,unknown
2754,32,blue-collar,divorced,secondary,no,3027,no,no,cellular,5,may,171,2,-1,0,unknown
2755,46,admin.,single,secondary,no,148,yes,no,cellular,5,may,85,4,-1,0,unknown
2756,34,unemployed,married,secondary,no,156,yes,no,cellular,5,may,136,5,-1,0,unknown
2757,55,blue-collar,married,secondary,no,233,yes,no,cellular,5,may,813,2,351,3,failure
2758,50,blue-collar,married,primary,no,5872,yes,no,cellular,5,may,762,3,-1,0,unknown
2759,30,admin.,divorced,secondary,no,1320,yes,yes,cellular,5,may,122,3,362,1,failure
2760,37,management,single,tertiary,no,808,no,no,cellular,5,may,29,4,349,1,failure
2761,28,unemployed,married,secondary,no,431,yes,no,cellular,5,may,29,6,358,3,other
2762,48,services,married,secondary,no,288,yes,no,cellular,5,may,142,3,-1,0,unknown
2763,27,blue-collar,single,secondary,no,-289,yes,yes,cellular,5,may,94,5,-1,0,unknown
2764,38,services,married,secondary,no,859,yes,no,cellular,5,may,35,6,-1,0,unknown
2765,33,management,single,tertiary,no,1373,yes,no,cellular,5,may,17,5,349,2,failure
2766,40,management,married,primary,no,535,yes,no,telephone,5,may,11,6,-1,0,unknown
2767,35,blue-collar,single,secondary,yes,-947,yes,no,cellular,5,may,148,4,362,3,failure
2768,35,technician,married,tertiary,no,16,yes,no,cellular,5,may,43,5,-1,0,unknown
2769,40,blue-collar,married,secondary,no,195,yes,no,cellular,5,may,99,5,333,5,other
2770,29,blue-collar,married,primary,no,6,yes,no,cellular,5,may,39,5,349,2,other
2771,46,technician,married,tertiary,no,-582,yes,no,cellular,5,may,245,4,354,9,other
2772,42,admin.,divorced,secondary,no,2133,yes,no,cellular,5,may,89,5,-1,0,unknown
2773,38,entrepreneur,married,primary,no,1390,yes,no,cellular,5,may,106,4,-1,0,unknown
2774,33,blue-collar,married,secondary,no,931,yes,no,cellular,5,may,272,2,336,1,failure
2775,46,blue-collar,married,secondary,no,524,yes,no,telephone,5,may,15,7,-1,0,unknown
2776,34,management,single,tertiary,no,26575,no,no,cellular,5,may,245,6,168,1,failure
2777,35,admin.,single,secondary,no,1537,yes,no,cellular,5,may,84,5,-1,0,unknown
2778,32,student,single,tertiary,no,290,yes,no,cellular,5,may,18,6,-1,0,unknown
2779,33,admin.,single,secondary,no,346,yes,no,cellular,5,may,24,7,354,2,other
2780,47,management,single,secondary,no,-246,yes,no,cellular,5,may,145,1,365,2,failure
2781,31,blue-collar,married,secondary,no,113,yes,no,cellular,5,may,337,3,-1,0,unknown
2782,34,entrepreneur,married,secondary,no,2,yes,yes,cellular,5,may,184,1,167,6,failure
2783,45,management,married,primary,no,4758,yes,no,cellular,5,may,632,5,287,6,success
2784,35,technician,single,tertiary,no,174,yes,no,cellular,5,may,105,1,-1,0,unknown
2785,24,technician,married,secondary,no,330,yes,yes,cellular,5,may,326,1,-1,0,unknown
2786,29,management,single,tertiary,no,1514,yes,no,telephone,5,may,363,1,333,7,other
2787,46,entrepreneur,married,secondary,no,212,yes,no,cellular,5,may,332,1,-1,0,unknown
2788,28,services,married,secondary,no,0,yes,no,cellular,5,may,334,1,355,6,failure
2789,45,blue-collar,married,secondary,no,640,yes,no,cellular,5,may,214,1,1,1,success
2790,26,unemployed,married,tertiary,no,0,yes,no,cellular,5,may,319,1,-1,0,unknown
2791,27,services,single,secondary,no,-72,yes,no,cellular,5,may,276,1,309,9,failure
2792,43,technician,married,secondary,no,994,yes,yes,cellular,5,may,51,1,-1,0,unknown
2793,25,admin.,single,secondary,no,0,yes,no,cellular,5,may,461,1,-1,0,unknown
2794,25,services,single,secondary,no,443,yes,no,cellular,5,may,133,1,-1,0,unknown
2795,26,management,single,tertiary,no,4116,yes,no,cellular,5,may,301,1,-1,0,unknown
2796,34,management,married,tertiary,no,1184,yes,no,cellular,5,may,415,1,-1,0,unknown
2797,31,management,divorced,tertiary,yes,10,yes,yes,cellular,5,may,167,1,-1,0,unknown
2798,51,blue-collar,divorced,secondary,no,734,yes,yes,cellular,5,may,17,1,-1,0,unknown
2799,26,technician,single,tertiary,no,3628,no,no,cellular,5,may,151,1,-1,0,unknown
2800,31,management,single,tertiary,no,170,yes,yes,cellular,5,may,168,1,265,2,failure
2801,30,management,single,tertiary,no,0,yes,no,cellular,5,may,495,1,-1,0,unknown
2802,53,entrepreneur,divorced,tertiary,no,321,yes,no,cellular,5,may,123,1,-1,0,unknown
2803,41,services,divorced,secondary,no,5766,yes,yes,cellular,5,may,243,1,169,3,failure
2804,30,self-employed,single,tertiary,no,0,yes,no,cellular,5,may,57,1,301,1,failure
2805,36,blue-collar,married,secondary,no,80,yes,yes,cellular,5,may,234,1,165,4,failure
2806,36,blue-collar,single,secondary,no,206,yes,no,cellular,5,may,17,6,-1,0,unknown
2807,45,admin.,married,secondary,no,46,yes,no,cellular,5,may,234,1,-1,0,unknown
2808,30,services,married,secondary,no,-111,yes,no,cellular,5,may,154,1,-1,0,unknown
2809,29,housemaid,single,secondary,no,4537,yes,no,telephone,5,may,29,1,-1,0,unknown
2810,40,management,married,tertiary,no,710,yes,no,cellular,5,may,266,1,298,2,failure
2811,53,management,divorced,tertiary,no,2894,yes,no,cellular,5,may,163,1,-1,0,unknown
2812,47,self-employed,married,primary,no,3363,no,no,cellular,5,may,382,1,-1,0,unknown
2813,37,admin.,divorced,secondary,no,0,yes,yes,cellular,5,may,358,1,-1,0,unknown
2814,24,admin.,single,secondary,no,-386,yes,no,cellular,5,may,180,1,-1,0,unknown
2815,46,admin.,single,tertiary,no,2889,yes,no,cellular,5,may,494,1,-1,0,unknown
2816,30,blue-collar,single,secondary,no,80,yes,yes,cellular,5,may,145,1,337,4,failure
2817,32,management,single,tertiary,no,112,yes,no,cellular,5,may,118,1,-1,0,unknown
2818,36,blue-collar,married,primary,no,378,yes,no,cellular,5,may,1240,1,-1,0,unknown
2819,44,services,divorced,secondary,no,-368,yes,no,cellular,5,may,895,1,-1,0,unknown
2820,37,services,married,secondary,no,4430,yes,no,cellular,5,may,175,1,-1,0,unknown
2821,33,management,married,tertiary,no,0,yes,no,cellular,5,may,301,1,365,1,failure
2822,53,technician,married,tertiary,no,431,yes,no,cellular,5,may,55,1,328,1,failure
2823,32,admin.,single,secondary,no,12,yes,no,cellular,5,may,242,1,365,2,failure
2824,55,management,divorced,tertiary,no,2625,yes,no,cellular,5,may,286,1,252,3,failure
2825,35,technician,single,unknown,no,726,yes,no,cellular,5,may,163,1,-1,0,unknown
2826,42,management,married,tertiary,no,1272,yes,no,cellular,5,may,117,1,169,1,failure
2827,35,student,single,secondary,no,188,yes,no,cellular,5,may,863,1,78,8,success
2828,42,admin.,single,secondary,no,151,yes,no,telephone,5,may,227,3,-1,0,unknown
2829,52,admin.,married,primary,no,576,yes,no,cellular,5,may,139,1,286,1,failure
2830,43,blue-collar,married,secondary,no,130,no,no,cellular,5,may,156,1,337,3,failure
2831,46,admin.,married,secondary,no,3145,yes,no,cellular,5,may,28,1,-1,0,unknown
2832,36,blue-collar,single,secondary,no,767,yes,no,cellular,5,may,62,1,355,2,other
2833,35,management,single,tertiary,no,1,yes,no,cellular,5,may,80,1,285,1,failure
2834,53,self-employed,divorced,tertiary,no,513,yes,no,cellular,5,may,17,3,-1,0,unknown
2835,30,blue-collar,married,secondary,no,61,yes,no,cellular,5,may,525,1,-1,0,unknown
2836,35,blue-collar,married,primary,no,147,yes,no,cellular,5,may,358,1,337,3,failure
2837,53,technician,divorced,secondary,no,258,yes,yes,cellular,5,may,48,2,-1,0,unknown
2838,37,blue-collar,married,secondary,no,288,yes,no,cellular,5,may,159,6,-1,0,unknown
2839,29,admin.,single,secondary,no,0,yes,no,cellular,5,may,187,1,365,1,other
2840,41,blue-collar,single,secondary,no,537,yes,no,cellular,5,may,233,1,-1,0,unknown
2841,35,admin.,married,secondary,no,3854,yes,no,cellular,5,may,131,1,-1,0,unknown
2842,48,blue-collar,single,secondary,no,0,yes,no,cellular,5,may,95,1,-1,0,unknown
2843,32,technician,married,tertiary,no,52,yes,yes,cellular,5,may,188,1,-1,0,unknown
2844,30,management,single,tertiary,no,0,yes,no,cellular,5,may,381,1,342,7,failure
2845,52,management,married,tertiary,no,2549,yes,no,cellular,5,may,604,1,-1,0,unknown
2846,58,admin.,married,secondary,no,2160,yes,yes,cellular,5,may,1090,1,-1,0,unknown
2847,54,blue-collar,married,primary,no,714,no,no,cellular,5,may,225,1,-1,0,unknown
2848,35,admin.,married,secondary,no,561,yes,no,cellular,5,may,168,2,-1,0,unknown
2849,38,admin.,divorced,secondary,no,930,yes,no,cellular,5,may,46,1,-1,0,unknown
2850,26,management,married,tertiary,no,784,yes,yes,cellular,5,may,247,2,358,2,failure
2851,32,self-employed,single,tertiary,no,721,yes,no,cellular,5,may,323,1,-1,0,unknown
2852,51,management,married,tertiary,no,630,yes,no,cellular,5,may,138,1,-1,0,unknown
2853,31,technician,single,secondary,no,271,yes,no,cellular,5,may,269,1,-1,0,unknown
2854,41,unemployed,married,secondary,no,0,yes,yes,cellular,5,may,400,1,-1,0,unknown
2855,23,blue-collar,single,secondary,no,336,yes,no,cellular,5,may,500,1,-1,0,unknown
2856,57,retired,divorced,tertiary,no,0,yes,no,cellular,5,may,180,1,-1,0,unknown
2857,26,admin.,single,tertiary,no,6,yes,no,cellular,5,may,171,1,-1,0,unknown
2858,59,admin.,divorced,primary,no,191,yes,no,cellular,5,may,252,1,-1,0,unknown
2859,47,services,single,secondary,no,33,yes,no,cellular,5,may,298,1,-1,0,unknown
2860,25,admin.,single,tertiary,no,1141,yes,no,cellular,5,may,718,1,347,1,failure
2861,26,student,single,secondary,no,2572,yes,no,cellular,5,may,620,1,-1,0,unknown
2862,22,student,single,secondary,no,562,yes,no,cellular,5,may,147,1,-1,0,unknown
2863,27,management,single,secondary,no,0,yes,no,cellular,5,may,239,1,-1,0,unknown
2864,39,blue-collar,married,primary,no,579,yes,yes,cellular,5,may,98,4,-1,0,unknown
2865,30,blue-collar,single,secondary,no,1073,yes,no,cellular,5,may,1130,4,-1,0,unknown
2866,27,unemployed,single,secondary,no,268,yes,no,cellular,5,may,188,1,-1,0,unknown
2867,37,services,divorced,secondary,no,726,yes,no,cellular,5,may,136,2,362,2,other
2868,30,services,single,secondary,no,572,yes,no,cellular,5,may,237,1,319,4,other
2869,37,management,married,tertiary,no,658,yes,no,cellular,5,may,838,1,-1,0,unknown
2870,66,admin.,single,secondary,no,10177,no,no,cellular,5,may,272,4,-1,0,unknown
2871,33,blue-collar,married,secondary,no,23,yes,no,cellular,5,may,173,1,-1,0,unknown
2872,35,management,married,secondary,no,2311,yes,no,cellular,5,may,659,1,167,1,failure
2873,29,blue-collar,single,secondary,no,-16,yes,yes,cellular,5,may,201,1,-1,0,unknown
2874,30,admin.,married,secondary,no,182,yes,yes,cellular,5,may,143,1,364,1,failure
2875,30,technician,single,secondary,no,237,yes,no,cellular,5,may,39,1,-1,0,unknown
2876,37,blue-collar,married,primary,no,0,yes,no,cellular,5,may,108,1,349,2,failure
2877,41,entrepreneur,married,tertiary,no,121,yes,no,cellular,5,may,456,1,287,1,failure
2878,32,management,single,tertiary,no,0,yes,no,cellular,5,may,196,1,-1,0,unknown
2879,34,blue-collar,divorced,secondary,no,0,yes,no,cellular,5,may,150,1,-1,0,unknown
2880,38,technician,married,secondary,no,54,yes,yes,cellular,5,may,236,1,287,2,failure
2881,33,admin.,married,secondary,no,30,yes,no,telephone,5,may,125,2,-1,0,unknown
2882,23,unemployed,single,secondary,no,-503,yes,no,cellular,5,may,92,1,342,4,other
2883,33,self-employed,married,tertiary,no,210,yes,no,cellular,5,may,84,1,167,1,failure
2884,24,student,single,secondary,no,547,no,no,telephone,5,may,60,1,-1,0,unknown
2885,30,blue-collar,married,secondary,no,203,yes,no,cellular,5,may,18,6,-1,0,unknown
2886,31,services,single,secondary,no,187,yes,no,cellular,5,may,241,1,347,1,failure
2887,29,technician,single,secondary,yes,-368,yes,no,cellular,5,may,151,1,-1,0,unknown
2888,33,blue-collar,divorced,primary,no,1022,yes,no,cellular,5,may,154,1,-1,0,unknown
2889,34,management,married,tertiary,no,188,no,no,cellular,5,may,399,1,-1,0,unknown
2890,27,entrepreneur,single,secondary,no,376,yes,yes,cellular,5,may,273,1,-1,0,unknown
2891,51,admin.,married,primary,no,2,yes,no,cellular,5,may,295,1,-1,0,unknown
2892,27,entrepreneur,single,secondary,no,77,yes,yes,cellular,5,may,123,1,-1,0,unknown
2893,27,technician,single,secondary,no,1996,yes,no,cellular,5,may,345,1,-1,0,unknown
2894,25,technician,single,secondary,no,1833,yes,no,cellular,5,may,323,2,-1,0,unknown
2895,30,management,single,tertiary,no,6392,yes,no,cellular,5,may,335,1,-1,0,unknown
2896,32,blue-collar,single,primary,no,2829,yes,no,cellular,5,may,26,1,-1,0,unknown
2897,27,technician,single,secondary,no,740,yes,no,cellular,5,may,294,1,-1,0,unknown
2898,26,technician,married,secondary,no,18,yes,yes,cellular,5,may,138,1,-1,0,unknown
2899,38,blue-collar,single,secondary,no,2032,yes,no,cellular,5,may,87,4,349,2,failure
2900,41,management,married,secondary,no,6,no,no,cellular,5,may,123,1,-1,0,unknown
2901,23,technician,single,secondary,no,632,yes,no,cellular,5,may,248,1,-1,0,unknown
2902,57,retired,married,secondary,no,0,yes,no,cellular,5,may,127,1,363,4,failure
2903,34,management,divorced,tertiary,no,1,yes,no,cellular,5,may,106,1,362,3,other
2904,33,admin.,single,tertiary,no,1371,yes,no,cellular,5,may,362,1,-1,0,unknown
2905,40,technician,single,tertiary,no,47,yes,no,cellular,5,may,159,1,365,1,failure
2906,31,management,married,tertiary,no,451,yes,no,cellular,5,may,67,1,-1,0,unknown
2907,48,admin.,divorced,secondary,no,-513,yes,no,cellular,5,may,54,4,362,1,other
2908,40,blue-collar,single,secondary,no,411,yes,no,cellular,5,may,197,1,-1,0,unknown
2909,36,management,divorced,tertiary,no,668,yes,no,cellular,5,may,623,1,-1,0,unknown
2910,28,services,married,secondary,no,0,yes,no,cellular,5,may,335,2,281,8,failure
2911,27,technician,single,tertiary,no,75,yes,yes,cellular,5,may,308,1,351,1,failure
2912,39,housemaid,married,secondary,no,1372,yes,yes,cellular,5,may,206,1,355,1,failure
2913,43,blue-collar,married,primary,no,2598,no,no,cellular,5,may,272,2,-1,0,unknown
2914,39,management,married,tertiary,no,0,yes,no,cellular,5,may,811,2,-1,0,unknown
2915,28,self-employed,married,tertiary,no,112,yes,yes,cellular,5,may,145,1,-1,0,unknown
2916,41,blue-collar,divorced,secondary,no,257,yes,no,cellular,5,may,442,2,-1,0,unknown
2917,31,blue-collar,single,secondary,no,196,yes,no,cellular,5,may,568,1,341,7,failure
2918,30,blue-collar,single,primary,no,253,yes,no,cellular,5,may,259,1,-1,0,unknown
2919,42,management,married,tertiary,no,3718,yes,no,cellular,5,may,42,1,272,2,failure
2920,27,blue-collar,married,primary,no,1,yes,no,cellular,5,may,49,2,-1,0,unknown
2921,56,blue-collar,divorced,primary,no,0,yes,no,cellular,5,may,313,1,-1,0,unknown
2922,46,admin.,married,secondary,no,517,yes,no,cellular,5,may,29,3,-1,0,unknown
2923,28,blue-collar,married,secondary,no,1590,no,no,cellular,5,may,78,4,-1,0,unknown
2924,29,entrepreneur,married,secondary,no,178,yes,no,cellular,5,may,231,4,-1,0,unknown
2925,29,services,single,secondary,no,197,yes,no,cellular,5,may,19,2,-1,0,unknown
2926,30,services,married,secondary,no,253,yes,no,cellular,5,may,235,2,-1,0,unknown
2927,33,self-employed,single,tertiary,no,94,yes,no,cellular,5,may,955,2,-1,0,unknown
2928,33,management,single,tertiary,no,12686,yes,no,cellular,5,may,470,2,166,2,failure
2929,34,blue-collar,married,secondary,no,393,yes,no,cellular,5,may,11,9,-1,0,unknown
2930,31,blue-collar,single,secondary,no,350,yes,no,cellular,5,may,383,5,-1,0,unknown
2931,28,blue-collar,married,secondary,no,-25,yes,no,cellular,5,may,58,2,-1,0,unknown
2932,31,management,single,tertiary,no,130,yes,no,cellular,5,may,155,1,-1,0,unknown
2933,47,technician,married,secondary,no,232,yes,no,cellular,5,may,166,2,285,1,failure
2934,39,admin.,single,secondary,no,782,yes,no,cellular,5,may,542,4,47,11,other
2935,47,blue-collar,married,primary,no,-301,yes,no,cellular,5,may,277,1,-1,0,unknown
2936,33,services,married,secondary,no,255,yes,yes,cellular,5,may,237,4,165,4,failure
2937,40,services,married,secondary,no,0,yes,no,cellular,5,may,184,1,334,2,failure
